ProjectID,LocationID,Postcode,DepthValue,Fines,LiquidLimit,PlasticLimit,PlasticityIndex,MoistureContent,GeologyCode,Easting,Northing,Latitude,Longitude
P10001,WS01,WS12 2,1.3,97,27,12,15,14,GLACIOFLUVIAL DEPOSITS,400570,311046,52.7,-1.99
P10001,WS02,WS12 2,1.7,68,23,13,10,14,GLACIOFLUVIAL DEPOSITS,400576,311054,52.7,-1.99
P10001,WS02,WS12 2,2.7,89,22,13,9,15,GLACIOFLUVIAL DEPOSITS,400576,311054,52.7,-1.99
P10002,TP01,LE3 8,1,97,44,18,26,20,OADBY TILL MEMBER,454947,305652,52.65,-1.19
P10002,TP01,LE3 8,1.5,96,39,16,23,18,OADBY TILL MEMBER,454947,305652,52.65,-1.19
P10002,TP02,LE3 8,2.5,94,42,17,25,19,OADBY TILL MEMBER,454947,305663,52.65,-1.19
P10006,WS604,SK11 7,3.4,100,82,45,37,73,PEAT,390882,371628,53.24,-2.14
P10006,WS604,SK11 7,3.4,100,82,45,37,73,PEAT,390882,371628,53.24,-2.14
P10010,WS01,SK2 7,1.6,99,48,20,28,27,GLACIAL DEPOSITS,391030,387604,53.39,-2.14
P10010,WS01,SK2 7,2.5,100,30,15,15,17,GLACIAL DEPOSITS,391030,387604,53.39,-2.14
P10010,WS02,SK2 7,1.4,100,46,22,24,30,GLACIAL DEPOSITS,391034,387601,53.39,-2.14
P10014,TP01,SL2 3,1.6,100,39,16,23,20,BOYN HILL GRAVEL MEMBER,495557,183665,51.54,-0.62
P10014,TP05,SL2 3,1,50,35,14,21,10,BOYN HILL GRAVEL MEMBER,495539,183553,51.54,-0.62
P10014,TP06,SL2 3,1.3,63,33,15,18,15,BOYN HILL GRAVEL MEMBER,495508,183499,51.54,-0.62
P10014,WS05,SL2 3,0.9,84,32,12,20,11,BOYN HILL GRAVEL MEMBER,495481,183531,51.54,-0.62
P10014,WS06,SL2 3,0.8,53,25,12,13,5.7,BOYN HILL GRAVEL MEMBER,495484,183557,51.54,-0.62
P10020,BH01,BS15 4,1,100,46,22,24,24,SOUTH WALES MIDDLE COAL MEASURES FORMATION,365368,174190,51.47,-2.5
P10020,BH01,BS15 4,2,100,45,32,13,35,SOUTH WALES MIDDLE COAL MEASURES FORMATION,365368,174190,51.47,-2.5
P10020,BH01,BS15 4,2.5,100,37,22,15,15,SOUTH WALES MIDDLE COAL MEASURES FORMATION,365368,174190,51.47,-2.5
P10022,WS03B,OL1 2,3.5,96,30,13,17,22,GLACIAL DEPOSITS,392084,406129,53.55,-2.12
P10022,WS04,OL1 2,3.5,97,23,11,12,11,GLACIAL DEPOSITS,392075,406166,53.55,-2.12
P10027,BH01,ST16 1,1.5,100,39,23,16,26,MERCIA MUDSTONE GROUP,391656,326283,52.83,-2.13
P10027,BH02,ST16 1,1.4,86,40,19,21,13,GLACIAL DEPOSITS,391656,326283,52.83,-2.13
P10027,BH03,ST16 1,1.8,94,28,15,13,14,GLACIAL DEPOSITS,391656,326283,52.83,-2.13
P10027,BH03,ST16 1,2.5,95,24,13,11,11,GLACIAL DEPOSITS,391656,326283,52.83,-2.13
P10027,BH05,ST16 1,2,100,40,21,19,20,MERCIA MUDSTONE GROUP,391656,326283,52.83,-2.13
P10059,TP SR102,NN5 6,1.1,100,54,26,28,0,STAMFORD MEMBER,470459,261579,52.25,-0.97
P10059,TP SR102,NN5 6,2.3,99,55,26,22,0,STAMFORD MEMBER,470459,261579,52.25,-0.97
P10070,TP120,PE28 4,1,99,61,25,36,25,OADBY TILL MEMBER,520538,276622,52.37,-0.23
P10070,TP120,PE28 4,1.75,99,37,16,21,16,OADBY TILL MEMBER,520538,276622,52.37,-0.23
P10070,TP120,PE28 4,2.75,99,35,15,20,16,OADBY TILL MEMBER,520538,276622,52.37,-0.23
P10070,TP120,PE28 4,3.5,99,37,16,21,17,OADBY TILL MEMBER,520538,276622,52.37,-0.23
P10070,TP120,PE28 4,4,99,42,16,26,16,OADBY TILL MEMBER,520538,276622,52.37,-0.23
P10070,TP121,PE28 4,1.25,100,51,17,34,28,OADBY TILL MEMBER,520426,276612,52.37,-0.23
P10070,TP121,PE28 4,2,99,39,17,22,16,OADBY TILL MEMBER,520426,276612,52.37,-0.23
P10070,TP121,PE28 4,2.75,100,35,15,20,14,OADBY TILL MEMBER,520426,276612,52.37,-0.23
P10070,TP121,PE28 4,3.25,99,35,15,20,16,OADBY TILL MEMBER,520426,276612,52.37,-0.23
P10070,TP121,PE28 4,4,99,38,16,22,15,OADBY TILL MEMBER,520426,276612,52.37,-0.23
P10070,TP122,PE28 4,1.25,99,44,18,26,16,OADBY TILL MEMBER,520505,276780,52.37,-0.23
P10070,TP122,PE28 4,2,100,37,16,21,14,OADBY TILL MEMBER,520505,276780,52.37,-0.23
P10070,TP122,PE28 4,2.75,99,36,16,20,15,OADBY TILL MEMBER,520505,276780,52.37,-0.23
P10070,TP122,PE28 4,3.25,99,37,16,21,15,OADBY TILL MEMBER,520505,276780,52.37,-0.23
P10070,TP122,PE28 4,4,99,36,15,21,15,OADBY TILL MEMBER,520505,276780,52.37,-0.23
P10133,TP02,LE12 9,1.1,98,41,22,19,19,TARPORLEY SILTSTONE FORMATION,446500,318100,52.76,-1.31
P10133,TP03,LE12 9,1.4,100,33,17,16,19,TARPORLEY SILTSTONE FORMATION,446500,318100,52.76,-1.31
P10133,TP05,LE12 9,1,100,43,19,24,22,SHEPSHED SANDSTONE MEMBER,446500,318100,52.76,-1.31
P10133,TP07,LE12 9,1.5,100,34,20,14,21,TARPORLEY SILTSTONE FORMATION,446500,318100,52.76,-1.31
P10133,TP12,LE12 9,0.8,96,39,17,22,12,HEAD DEPOSITS,446500,318100,52.76,-1.31
P10211,TP01,CV7 7,1,97,30,14,16,0,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,TP03,CV7 7,2.5,98,31,14,17,13,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,TP04,CV7 7,2,99,43,21,22,31,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,WS01,CV7 7,1.2,97,35,15,20,17,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,WS02,CV7 7,0.9,95,31,15,16,19,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,WS02,CV7 7,1.8,99,31,15,16,16,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,WS03,CV7 7,0.5,99,36,19,17,22,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10211,WS04,CV7 7,1.5,88,31,14,17,12,GLACIAL DEPOSITS,424500,277200,52.39,-1.64
P10222,WS28,PE30 3,2.25,96,36,16,20,18,LOWESTOFT FORMATION,566116,322540,52.77,0.46
P10222,WS28,PE30 3,3.3,97,39,20,19,18,LOWESTOFT FORMATION,566116,322540,52.77,0.46
P10222,WS29,PE30 3,0.5,91,37,13,24,21,LOWESTOFT FORMATION,566066,322610,52.77,0.46
P10222,WS29,PE30 3,1.25,94,49,26,23,21,LOWESTOFT FORMATION,566066,322610,52.77,0.46
P10222,WS29,PE30 3,2.5,94,35,16,19,0,LOWESTOFT FORMATION,566066,322610,52.77,0.46
P10222,WS30,PE30 3,0.9,96,30,16,14,0,LOWESTOFT FORMATION,566112,322648,52.77,0.46
P10222,WS30,PE30 3,1.5,100,30,15,15,22,LOWESTOFT FORMATION,566112,322648,52.77,0.46
P10222,WS30,PE30 3,2.5,94,40,18,22,22,LOWESTOFT FORMATION,566112,322648,52.77,0.46
P10222,WS31,PE30 3,0.6,100,41,19,22,25,LOWESTOFT FORMATION,566144,322625,52.77,0.46
P10222,WS31,PE30 3,1.5,96,31,17,14,13,LOWESTOFT FORMATION,566144,322625,52.77,0.46
P10222,WS15,PE30 3,1,93,43,21,22,16,LOWESTOFT FORMATION,566265,322475,52.77,0.46
P10222,WS15,PE30 3,2.75,98,34,17,17,19,LOWESTOFT FORMATION,566265,322475,52.77,0.46
P6001,WS02,L11 9,1.2,99,35,15,20,18,GLACIAL DEPOSITS,339663,395190,53.45,-2.91
P6004,WS01,NG15 8,2.5,100,64,29,35,29,EDLINGTON FORMATION,455065,350618,53.05,-1.18
P6004,WS03,NG15 8,1.7,100,64,26,38,22,EDLINGTON FORMATION,455065,350618,53.05,-1.18
P6004,WS04,NG15 8,1.4,100,55,25,30,23,EDLINGTON FORMATION,455065,350618,53.05,-1.18
P6004,WS06,NG15 8,1.5,100,66,26,40,23,EDLINGTON FORMATION,455065,350618,53.05,-1.18
P6005,WS03,M41 7,2.6,100,61,23,38,32,GLACIOFLUVIAL DEPOSITS,375531,395981,53.46,-2.37
P6005,WS05,M41 7,0.7,100,21,13,8,16,GLACIOFLUVIAL DEPOSITS,375531,395981,53.46,-2.37
P6005,WS05,M41 7,2.6,100,59,24,35,26,GLACIOFLUVIAL DEPOSITS,375531,395981,53.46,-2.37
P6056,TP10,CV11 6,1.4,100,32,16,16,15,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6056,TP11,CV11 6,1.9,100,31,17,14,14,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6056,TP02,CV11 6,1,100,39,19,20,16,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6056,TP03,CV11 6,1,100,41,18,23,20,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6056,TP06,CV11 6,1,100,33,16,17,15,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6056,TP08,CV11 6,0.5,100,48,22,26,22,MERCIA MUDSTONE GROUP,438765,292612,52.53,-1.43
P6059,WS01,LE7 9,1.45,100,32,15,17,14,OADBY TILL MEMBER,465059,305127,52.64,-1.04
P6059,WS04,LE7 9,1.2,100,39,19,20,26,GLACIAL DEPOSITS,465059,305127,52.64,-1.04
P6059,TP01,LE7 9,1.5,97,32,15,17,14,OADBY TILL MEMBER,465059,305127,52.64,-1.04
P6059,TP05,LE7 9,0.8,99,51,22,29,25,GLACIAL DEPOSITS,465059,305127,52.64,-1.04
P6059,TP06,LE7 9,0.8,98,36,19,17,20,GLACIAL DEPOSITS,465059,305127,52.64,-1.04
P6059,TP07,LE7 9,2,100,32,16,16,18,GLACIAL DEPOSITS,465059,305127,52.64,-1.04
P6065,TP02,NN11 3,1,100,61,24,37,28,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP04,NN11 3,1.5,100,60,26,34,28,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP05,NN11 3,1.2,100,54,25,29,26,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP06,NN11 3,1.1,100,51,25,26,26,DYRHAM FORMATION,454126,252709,52.17,-1.21
P6065,TP06,NN11 3,2.3,100,56,25,31,26,DYRHAM FORMATION,454126,252709,52.17,-1.21
P6065,TP08,NN11 3,1.4,100,58,26,32,24,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP09,NN11 3,1.9,100,55,25,30,24,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP10,NN11 3,1.1,100,51,27,24,25,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP14,NN11 3,1.5,100,56,27,29,28,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6065,TP15,NN11 3,1,100,63,29,34,29,MERCIA MUDSTONE GROUP,454126,252709,52.17,-1.21
P6066,TP01,PE7 0,2.8,100,63,28,35,30,OXFORD CLAY FORMATION,518600,296622,52.55,-0.25
P6066,TP07,PE7 0,0.9,100,55,21,34,22,RIVER TERRACE DEPOSITS,518600,296622,52.55,-0.25
P6067,TP01,PE7 3,1.1,96,40,14,26,18,GLACIAL DEPOSITS,520112,296155,52.55,-0.23
P6067,TP04,PE7 3,1,93,45,17,28,18,GLACIAL DEPOSITS,520112,296155,52.55,-0.23
P6067,TP05,PE7 3,1,100,40,20,20,21,GLACIAL DEPOSITS,520112,296155,52.55,-0.23
P6067,TP06,PE7 3,2.4,100,41,19,22,23,GLACIAL DEPOSITS,520112,296155,52.55,-0.23
P6067,WS01,PE7 3,1.5,100,27,16,11,18,GLACIAL DEPOSITS,520112,296155,52.55,-0.23
P6069,TP02,CW1 5,1.3,100,29,16,13,17,GLACIOFLUVIAL DEPOSITS,373898,356645,53.11,-2.39
P6069,TP06,CW1 5,1.6,100,51,23,28,25,GLACIOFLUVIAL DEPOSITS,373898,356645,53.11,-2.39
P6069,TP12,CW1 5,1,100,33,0,0,30,ALLUVIUM,373898,356645,53.11,-2.39
P6069,TP05,CW1 5,1,99,48,21,27,21,GLACIOFLUVIAL DEPOSITS,373898,356645,53.11,-2.39
P6071,TP02,RG20 9,1.2,100,50,19,31,25,RIVER TERRACE DEPOSITS,443450,162157,51.36,-1.38
P6071,TP07,RG20 9,1.2,100,60,24,36,35,LONDON CLAY FORMATION,443450,162157,51.36,-1.38
P6071,TP11,RG20 9,1,100,52,20,32,26,RIVER TERRACE DEPOSITS,443450,162157,51.36,-1.38
P6072,WS02,SK14 4,0.9,1000,36,19,17,21,GLACIAL DEPOSITS,395450,395919,53.46,-2.07
P6072,WS04,SK14 4,1.5,100,33,15,18,19,GLACIAL DEPOSITS,395450,395919,53.46,-2.07
P6072,WS07,SK14 4,2.5,100,27,14,13,15,GLACIAL DEPOSITS,395450,395919,53.46,-2.07
P6073,TP03,OL5 9,3.2,55,66,32,34,31,GLACIAL DEPOSITS,398108,402592,53.52,-2.03
P6073,TP05,OL5 9,0.8,77,32,20,12,22,ALLUVIUM,398108,402592,53.52,-2.03
P6073,WS04,OL5 9,1.2,100,58,30,28,40,ALLUVIUM,398108,402592,53.52,-2.03
P6075,WS01,LN9 5,2,71,24,15,9,11,GLACIAL DEPOSITS,524857,369480,53.21,-0.13
P6075,WS10,LN9 5,1.5,80,23,15,8,23,GLACIAL DEPOSITS,524784,369561,53.21,-0.13
P6075,WS10,LN9 5,2.4,87,23,16,7,14,GLACIAL DEPOSITS,524784,369561,53.21,-0.13
P6075,WS11,LN9 5,1.3,94,24,18,6,8,GLACIAL DEPOSITS,524773,369791,53.21,-0.13
P6075,WS11,LN9 5,1.3,94,24,18,6,8,GLACIAL DEPOSITS,524773,369791,53.21,-0.13
P6075,WS13,LN9 5,0.7,78,23,16,7,13,GLACIAL DEPOSITS,524947,369756,53.21,-0.13
P6075,TP03,LN9 5,1.1,81,24,15,9,15,GLACIAL DEPOSITS,524981,369546,53.21,-0.13
P6075,TP05,LN9 5,0.9,79,23,15,8,13,GLACIAL DEPOSITS,525014,369623,53.21,-0.13
P6075,TP07,LN9 5,1.1,86,28,18,10,13,GLACIAL DEPOSITS,524848,365990,53.21,-0.13
P6075,TP07,LN9 5,1.1,86,28,18,10,13,GLACIAL DEPOSITS,524848,365990,53.21,-0.13
P6075,TP14,LN9 5,0.8,92,18,10,8,11,GLACIAL DEPOSITS,524814,369754,53.21,-0.13
P6075,TP20,LN9 5,1,89,24,15,9,14,GLACIAL DEPOSITS,524966,369846,53.21,-0.13
P6075,TP22,LN9 5,1.1,47,21,16,5,16,GLACIAL DEPOSITS,524802,369845,53.21,-0.13
P6077,TP02,L11 4,1.3,100,26,13,13,12,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6077,TP03,L11 4,2.5,100,33,15,18,15,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6077,TP05,L11 4,0.8,100,34,16,18,16,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6078,TP02,L11 4,2.5,91,35,15,20,17,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6078,TP03,L11 4,2.1,100,33,16,17,18,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6078,TP05,L11 4,2,100,43,18,25,21,GLACIAL DEPOSITS,340327,395182,53.45,-2.9
P6079,TP04,L11 7,1.5,100,33,16,17,18,GLACIAL DEPOSITS,338335,395207,53.45,-2.93
P6079,WS01,L11 7,2.1,100,28,14,14,17,GLACIAL DEPOSITS,338335,395207,53.45,-2.93
P6079,TP08,L11 7,0.9,100,36,15,21,14,GLACIAL DEPOSITS,338335,395207,53.45,-2.93
P6083,WS02,WA7 6,1.4,100,22,11,11,14,GLACIAL DEPOSITS,354633,382480,53.34,-2.68
P6083,WS06,WA7 6,2.9,100,28,17,11,13,GLACIAL DEPOSITS,354633,382480,53.34,-2.68
P6083,WS09,WA7 6,0.7,100,28,17,11,20,GLACIAL DEPOSITS,354633,382480,53.34,-2.68
P6084,TP01,LE9 4,1.6,99,32,16,16,23,THRUSSINGTON TILL MEMBER,449300,293600,52.54,-1.27
P6084,TP03,LE9 4,1,100,42,18,24,17,THRUSSINGTON TILL MEMBER,449300,293600,52.54,-1.27
P6084,TP04,LE9 4,1,100,27,0,0,17,THRUSSINGTON TILL MEMBER,449300,293600,52.54,-1.27
P6084,TP06,LE9 4,2.8,100,37,17,20,23,THRUSSINGTON TILL MEMBER,449300,293600,52.54,-1.27
P6084,TP08,LE9 4,2.2,100,47,27,20,29,MERCIA MUDSTONE GROUP,449300,293600,52.54,-1.27
P6084,TP12,LE9 4,1.8,100,47,22,25,25,THRUSSINGTON TILL MEMBER,449300,293600,52.54,-1.27
P6086,WS04,WA14 5,1.5,100,133,0,0,76,GLACIOFLUVIAL DEPOSITS,376161,389302,53.4,-2.36
P6086,WS12,WA14 5,1.5,99,41,29,12,43,GLACIOFLUVIAL DEPOSITS,376161,389302,53.4,-2.36
P6086,WS13,WA14 5,1.3,98,130,81,49,100,GLACIOFLUVIAL DEPOSITS,376161,389302,53.4,-2.36
P6086,WS13,WA14 5,2.5,100,49,21,28,28,GLACIOFLUVIAL DEPOSITS,376161,389302,53.4,-2.36
P6086,WS19,WA14 5,1.5,100,25,0,0,22,GLACIOFLUVIAL DEPOSITS,376161,389302,53.4,-2.36
P6091,WS01,FY7 8,1.5,100,45,21,24,32,TIDAL FLAT DEPOSITS,331985,446780,53.91,-3.04
P6091,WS02,FY7 8,1.8,100,34,18,16,24,TIDAL FLAT DEPOSITS,332019,446793,53.91,-3.04
P6091,WS03,FY7 8,1.5,100,63,28,35,35,TIDAL FLAT DEPOSITS,331997,446827,53.91,-3.04
P6091,WS04,FY7 8,0.9,100,45,18,27,23,TIDAL FLAT DEPOSITS,332071,446841,53.91,-3.04
P6091,WS05,FY7 8,1.4,100,42,21,21,33,TIDAL FLAT DEPOSITS,332037,446837,53.91,-3.04
P6095,TP04,LE8 6,0.9,89,34,16,18,23,GLACIAL DEPOSITS,456364,296119,52.56,-1.17
P6095,TP03,LE8 6,0.9,33,46,23,23,24,ALLUVIUM,456364,296119,52.56,-1.17
P6095,TP09,LE8 6,1.3,100,45,21,24,24,ALLUVIUM,456364,296119,52.56,-1.17
P6095,TP05,LE8 6,1,100,39,18,21,21,ALLUVIUM,456364,296119,52.56,-1.17
P6095,TP05,LE8 6,1,100,39,18,21,21,ALLUVIUM,456364,296119,52.56,-1.17
P6095,TP06,LE8 6,1,96,41,20,21,19,GLACIAL DEPOSITS,456364,296119,52.56,-1.17
P6095,TP02,LE8 6,0.9,100,35,16,19,18,ALLUVIUM,456364,296119,52.56,-1.17
P6097,TP05,ST15 0,1,92,36,16,20,18,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6097,TP06,ST15 0,0.7,94,42,19,23,22,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6097,TP07,ST15 0,1.1,75,52,22,30,19,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6097,TP10,ST15 0,1,97,40,18,22,21,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6097,WS02,ST15 0,1.2,76,33,15,18,20,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6097,WS04,ST15 0,0.8,92,38,16,22,16,GLACIAL DEPOSITS,389332,332517,52.89,-2.16
P6098,TP02,DN36 4,2.1,100,40,20,20,18,GLACIAL DEPOSITS,529172,404428,53.52,-0.05
P6098,TP06,DN36 4,1,100,41,22,19,15,GLACIAL DEPOSITS,529172,404428,53.52,-0.05
P6098,TP06,DN36 4,1,100,41,22,19,15,GLACIAL DEPOSITS,529172,404428,53.52,-0.05
P6098,TP10,DN36 4,2.8,100,35,19,16,14,GLACIAL DEPOSITS,529172,404428,53.52,-0.05
P6100,TP04,LE10 3,0.9,100,47,20,27,16,GLACIAL DEPOSITS,444202,291545,52.52,-1.35
P6100,WS08,LE10 3,0.4,100,31,21,10,20,WOLSTON FORMATION,444202,291545,52.52,-1.35
P6100,WS03,LE10 3,0.4,91,32,19,13,18,WOLSTON FORMATION,444202,291545,52.52,-1.35
P6100,TP05,LE10 3,1.5,96,47,20,27,16,GLACIAL DEPOSITS,444202,291545,52.52,-1.35
P6100,TP01,LE10 3,2,97,50,23,27,18,GLACIAL DEPOSITS,444202,291545,52.52,-1.35
P6103,TP01,LE12 9,1,92,41,15,26,19,THRUSSINGTON TILL MEMBER,446611,319140,52.77,-1.31
P6103,TP07,LE12 9,1,95,28,12,16,15,THRUSSINGTON TILL MEMBER,446695,319146,52.77,-1.31
P6103,TP09,LE12 9,1,95,31,13,18,13,THRUSSINGTON TILL MEMBER,446838,319150,52.77,-1.31
P6103,TP11,LE12 9,1.2,97,38,14,24,15,THRUSSINGTON TILL MEMBER,446754,318981,52.77,-1.31
P6103,TP12,LE12 9,1.2,55,25,14,11,14,ALLUVIUM,446533,319122,52.77,-1.31
P6103,TP13,LE12 9,1,87,36,13,23,13,GLACIOFLUVIAL DEPOSITS,446688,319271,52.77,-1.31
P6103,TP14,LE12 9,2,100,27,12,15,17,THRUSSINGTON TILL MEMBER,446636,319094,52.77,-1.31
P6103,SA01,LE12 9,1,100,32,17,15,21,THRUSSINGTON TILL MEMBER,446611,319140,52.77,-1.31
P6103,WS01,LE12 9,1.5,47,25,0,0,7.5,GLACIOFLUVIAL DEPOSITS,446305,318671,52.77,-1.31
P6103,WS07,LE12 9,1.5,100,39,24,15,24,GUNTHORPE MEMBER,446528,318831,52.77,-1.31
P6103,WS10,LE12 9,1,100,55,22,33,25,THRUSSINGTON TILL MEMBER,446572,318904,52.77,-1.31
P6103,WS17,LE12 9,1.2,98,21,0,0,9.2,THRUSSINGTON TILL MEMBER,446685,318695,52.77,-1.31
P6103,WS18,LE12 9,0.9,100,41,19,22,16,THRUSSINGTON TILL MEMBER,446562,318754,52.77,-1.31
P6104,TP02,WR3 7,0.9,100,37,17,20,18,GLACIAL DEPOSITS,387123,260218,52.24,-2.19
P6104,TP04,WR3 7,1.8,100,38,20,18,20,MERCIA MUDSTONE GROUP,387123,260218,52.24,-2.19
P6104,TP06,WR3 7,1,100,45,23,22,27,MERCIA MUDSTONE GROUP,387123,260218,52.24,-2.19
P6104,TP10,WR3 7,1.8,98,28,18,10,15,MERCIA MUDSTONE GROUP,387123,260218,52.24,-2.19
P6105,WS01,HX7 5,3.1,100,47,26,21,36,ALLUVIUM,401128,426008,53.73,-1.98
P6105,WS01,HX7 5,1.7,100,35,22,13,29,ALLUVIUM,401128,426008,53.73,-1.98
P6108,WS03,DY3 4,0.9,100,27,18,9,14,ENVILLE MEMBER,390161,293375,52.54,-2.15
P6108,SHTP2,DY3 4,1.2,65,37,22,15,13,ENVILLE MEMBER,390162,293348,52.54,-2.15
P6115,WS03,WN6 9,1.3,100,28,14,14,16,GLACIAL DEPOSITS,352936,410527,53.59,-2.71
P6115,WS05,WN6 9,1.2,69,24,14,10,14,GLACIAL DEPOSITS,352936,410527,53.59,-2.71
P6115,WS06,WN6 9,1.2,84,22,12,10,12,GLACIAL DEPOSITS,352936,410527,53.59,-2.71
P6118,WS01,WN1 1,1.7,100,41,19,22,27,ALLUVIUM,358045,405979,53.55,-2.63
P6118,WS04,WN1 1,2,100,59,26,33,34,ALLUVIUM,358045,405979,53.55,-2.63
P6123,TP01,DE11 9,2.5,100,59,31,28,38,ALLUVIUM,429108,319243,52.77,-1.57
P6123,TP22,DE11 9,2,100,60,25,35,32,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP24,DE11 9,1.4,99,57,26,31,25,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP30,DE11 9,2.5,100,56,27,29,21,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP07,DE11 9,1.8,100,42,24,18,15,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP10,DE11 9,1.1,100,41,25,16,18,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP09,DE11 9,1,100,67,36,31,38,COAL MEASURES,429108,319243,52.77,-1.57
P6123,TP16,DE11 9,1.9,100,42,25,17,14,COAL MEASURES,429108,319243,52.77,-1.57
P6124,CBR02,LE16 9,0.2,100,75,36,39,35,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,CBR03,LE16 9,0.2,100,47,25,22,25,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,CBR06,LE16 9,0.3,100,50,27,23,25,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,CBR08,LE16 9,0.4,98,46,25,21,27,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,CBR10,LE16 9,0.4,95,53,26,27,25,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,CBR12,LE16 9,1.5,100,49,26,23,25,GLACIAL DEPOSITS,471529,288254,52.48,-0.95
P6124,WS23,LE16 9,0.9,99,68,26,42,29,GLACIAL DEPOSITS,471724,288211,52.48,-0.95
P6124,WS10,LE16 9,0.9,98,39,19,20,23,GLACIAL DEPOSITS,472043,287794,52.48,-0.95
P6124,WS06,LE16 9,0.9,100,62,24,38,24,GLACIAL DEPOSITS,471950,287519,52.48,-0.95
P6124,WS22,LE16 9,1.3,98,32,14,18,22,GLACIAL DEPOSITS,471866,288235,52.48,-0.95
P6124,WS01,LE16 9,2.6,100,45,23,22,20,DYRHAM FORMATION,471928,287392,52.48,-0.95
P6124,WS07,LE16 9,0.9,100,43,20,23,24,GLACIAL DEPOSITS,472116,287596,52.48,-0.95
P6124,TP63,LE16 9,1.1,99,59,29,30,28,DYRHAM FORMATION,471542,288257,52.48,-0.95
P6124,TP63,LE16 9,1.1,99,59,29,30,28,DYRHAM FORMATION,471542,288257,52.48,-0.95
P6124,TP60,LE16 9,1.5,100,47,25,22,22,DYRHAM FORMATION,471672,288295,52.48,-0.95
P6124,TP60,LE16 9,1.5,100,47,25,22,22,DYRHAM FORMATION,471672,288295,52.48,-0.95
P6124,TP51,LE16 9,0.7,100,39,20,19,21,GLACIAL DEPOSITS,471989,288189,52.48,-0.95
P6124,TP51,LE16 9,0.7,100,39,20,19,21,GLACIAL DEPOSITS,471989,288189,52.48,-0.95
P6124,TP56,LE16 9,0.7,100,51,24,27,34,GLACIAL DEPOSITS,471804,288252,52.48,-0.95
P6124,TP56,LE16 9,0.7,100,51,24,27,34,GLACIAL DEPOSITS,471804,288252,52.48,-0.95
P6124,TP54,LE16 9,1.5,90,60,26,34,27,DYRHAM FORMATION,471785,288171,52.48,-0.95
P6124,TP54,LE16 9,1.5,90,60,26,34,27,DYRHAM FORMATION,471785,288171,52.48,-0.95
P6124,TP34,LE16 9,0.8,100,60,25,35,29,GLACIAL DEPOSITS,471910,287878,52.48,-0.95
P6124,TP34,LE16 9,0.8,100,60,25,35,29,GLACIAL DEPOSITS,471910,287878,52.48,-0.95
P6124,TP28,LE16 9,0.5,100,54,25,30,28,GLACIAL DEPOSITS,471894,287800,52.48,-0.95
P6124,TP28,LE16 9,0.5,100,54,25,30,28,GLACIAL DEPOSITS,471894,287800,52.48,-0.95
P6124,TP30,LE16 9,1.4,100,72,34,38,38,DYRHAM FORMATION,471801,287814,52.48,-0.95
P6124,TP30,LE16 9,1.4,100,72,34,38,38,DYRHAM FORMATION,471801,287814,52.48,-0.95
