ProjectID,LocationID,Postcode,Depth,Fines,LiquidLimit,PlasticLimit,PlasticityIndex,MoistureContent,X,Y,Latitude,Longitude,Date,Geology Code
P10001,WS01,WS12 2,1.3,97,27,12,15,14,400772.6067,311367.6384,52.7,-1.99,06/05/2022,GLACIOFLUVIAL DEPOSITS
P10001,WS02,WS12 2,1.7,68,23,13,10,14,400772.6067,311367.6384,52.7,-1.99,06/05/2022,GLACIOFLUVIAL DEPOSITS
P10001,WS02,WS12 2,2.7,89,22,13,9,15,400772.6067,311367.6384,52.7,-1.99,06/05/2022,GLACIOFLUVIAL DEPOSITS
P10002,TP02,LE3 8,2.5,94,42,17,25,19,454895.7988,306113.1287,52.65,-1.19,16/06/2022,OADBY TILL MEMBER
P10002,TP01,LE3 8,1,97,44,18,26,20,454895.7988,306113.1287,52.65,-1.19,16/06/2022,OADBY TILL MEMBER
P10002,TP01,LE3 8,1.5,96,39,16,23,18,454895.7988,306113.1287,52.65,-1.19,16/06/2022,OADBY TILL MEMBER
P10006,WS604,SK11 7,3.4,100,82,45,37,73,390753.6307,371448.6602,53.24,-2.14,30/05/2022,PEAT
P10010,WS01,SK2 7,1.6,99,48,20,28,27,390786.4812,388136.3872,53.39,-2.14,20/05/2022,GLACIAL DEPOSITS
P10010,WS01,SK2 7,2.5,100,30,15,15,17,390786.4812,388136.3872,53.39,-2.14,20/05/2022,GLACIAL DEPOSITS
P10010,WS02,SK2 7,1.4,100,46,22,24,30,390786.4812,388136.3872,53.39,-2.14,20/05/2022,GLACIAL DEPOSITS
P10014,TP05,SL2 3,1,50,35,14,21,10,495801.8541,183246.4015,51.54,-0.62,17/06/2022,BOYN HILL GRAVEL MEMBER
P10014,TP06,SL2 3,1.3,63,33,15,18,15,495801.8541,183246.4015,51.54,-0.62,17/06/2022,BOYN HILL GRAVEL MEMBER
P10014,WS05,SL2 3,0.9,84,32,12,20,11,495801.8541,183246.4015,51.54,-0.62,17/06/2022,BOYN HILL GRAVEL MEMBER
P10014,WS06,SL2 3,0.8,53,25,12,13,5.7,495801.8541,183246.4015,51.54,-0.62,17/06/2022,BOYN HILL GRAVEL MEMBER
P10014,TP01,SL2 3,1.6,100,39,16,23,20,495801.8541,183246.4015,51.54,-0.62,17/06/2022,BOYN HILL GRAVEL MEMBER
P10020,BH01,BS15 4,1,100,46,22,24,24,365366.6136,174678.166,51.47,-2.5,06/07/2022,SOUTH WALES MIDDLE COAL MEASURES FORMATION
P10020,BH01,BS15 4,2,100,45,32,13,35,365366.6136,174678.166,51.47,-2.5,06/07/2022,SOUTH WALES MIDDLE COAL MEASURES FORMATION
P10020,BH01,BS15 4,2.5,100,37,22,15,15,365366.6136,174678.166,51.47,-2.5,06/07/2022,SOUTH WALES MIDDLE COAL MEASURES FORMATION
P10022,WS03B,OL1 2,3.5,96,30,13,17,22,392146.536,405934.6354,53.55,-2.12,17/06/2022,GLACIAL DEPOSITS
P10022,WS04,OL1 2,3.5,97,23,11,12,11,392146.536,405934.6354,53.55,-2.12,17/06/2022,GLACIAL DEPOSITS
P10027,BH01,ST16 1,1.5,100,39,23,16,26,391338.1379,325836.8994,52.83,-2.13,15/06/2022,MERCIA MUDSTONE GROUP
P10027,BH02,ST16 1,1.4,86,40,19,21,13,391338.1379,325836.8994,52.83,-2.13,15/06/2022,GLACIAL DEPOSITS
P10027,BH03,ST16 1,1.8,94,28,15,13,14,391338.1379,325836.8994,52.83,-2.13,15/06/2022,GLACIAL DEPOSITS
P10027,BH03,ST16 1,2.5,95,24,13,11,11,391338.1379,325836.8994,52.83,-2.13,15/06/2022,GLACIAL DEPOSITS
P10027,BH05,ST16 1,2,100,40,21,19,20,391338.1379,325836.8994,52.83,-2.13,15/06/2022,MERCIA MUDSTONE GROUP
P10059,TP SR102,NN5 6,1.1,100,54,26,28,0,470412.5918,261811.3716,52.25,-0.97,05/03/2020,STAMFORD MEMBER
P10059,TP SR102,NN5 6,2.3,99,55,26,22,0,470412.5918,261811.3716,52.25,-0.97,05/03/2020,STAMFORD MEMBER
P10070,TP120,PE28 4,1,99,61,25,36,25,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP120,PE28 4,1.75,99,37,16,21,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP120,PE28 4,2.75,99,35,15,20,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP120,PE28 4,3.5,99,37,16,21,17,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP120,PE28 4,4,99,42,16,26,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP121,PE28 4,1.25,100,51,17,34,28,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP121,PE28 4,2,99,39,17,22,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP121,PE28 4,2.75,100,35,15,20,14,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP121,PE28 4,3.25,99,35,15,20,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP121,PE28 4,4,99,38,16,22,15,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP122,PE28 4,1.25,99,44,18,26,16,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP122,PE28 4,2,100,37,16,21,14,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP122,PE28 4,2.75,99,36,16,20,15,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP122,PE28 4,3.25,99,37,16,21,15,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10070,TP122,PE28 4,4,99,36,15,21,15,520601.4747,276133.5973,52.37,-0.23,10/01/2023,OADBY TILL MEMBER
P10133,TP02,LE12 9,1.1,98,41,22,19,19,446660.2237,318264.7779,52.76,-1.31,14/10/2022,TARPORLEY SILTSTONE FORMATION
P10133,TP03,LE12 9,1.4,100,33,17,16,19,446660.2237,318264.7779,52.76,-1.31,14/10/2022,TARPORLEY SILTSTONE FORMATION
P10133,TP05,LE12 9,1,100,43,19,24,22,446660.2237,318264.7779,52.76,-1.31,14/10/2022,SHEPSHED SANDSTONE MEMBER
P10133,TP07,LE12 9,1.5,100,34,20,14,21,446660.2237,318264.7779,52.76,-1.31,14/10/2022,TARPORLEY SILTSTONE FORMATION
P10133,TP12,LE12 9,0.8,96,39,17,22,12,446660.2237,318264.7779,52.76,-1.31,14/10/2022,HEAD
P10211,TP01,CV7 7,1,97,30,14,16,0,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,TP03,CV7 7,2.5,98,31,14,17,13,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,TP04,CV7 7,2,99,43,21,22,31,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,WS01,CV7 7,1.2,97,35,15,20,17,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,WS02,CV7 7,0.9,95,31,15,16,19,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,WS02,CV7 7,1.8,99,31,15,16,16,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,WS03,CV7 7,0.5,99,36,19,17,22,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10211,WS04,CV7 7,1.5,88,31,14,17,12,424595.8768,276945.2686,52.39,-1.64,27/01/2023,GLACIAL DEPOSITS
P10222,WS28,PE30 3,2.25,96,36,16,20,18,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS28,PE30 3,3.3,97,39,20,19,18,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS29,PE30 3,0.5,91,37,13,24,21,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS29,PE30 3,1.25,94,49,26,23,21,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS29,PE30 3,2.5,94,35,16,19,0,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS30,PE30 3,0.9,96,30,16,14,0,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS30,PE30 3,1.5,100,30,15,15,22,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS30,PE30 3,2.5,94,40,18,22,22,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS31,PE30 3,0.6,100,41,19,22,25,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS31,PE30 3,1.5,96,31,17,14,13,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS15,PE30 3,1,93,43,21,22,16,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P10222,WS15,PE30 3,2.75,98,34,17,17,19,566054.9747,321990.5711,52.77,0.46,25/01/2023,LOWESTOFT FORMATION
P6001,WS02,L11 9,1.2,99,35,15,20,18,339662.7302,395188.2466,53.45,-2.91,21/10/2016,GLACIAL DEPOSITS
P6004,WS04,NG15 8,1.4,100,55,25,30,23,455065.0712,350616.4026,53.05,-1.18,21/10/2016,EDLINGTON FORMATION
P6004,WS03,NG15 8,1.7,100,64,26,38,22,455065.0712,350616.4026,53.05,-1.18,21/10/2016,EDLINGTON FORMATION
P6004,WS01,NG15 8,2.5,100,64,29,35,29,455065.0712,350616.4026,53.05,-1.18,21/10/2016,EDLINGTON FORMATION
P6004,WS06,NG15 8,1.5,100,66,26,40,23,455065.0712,350616.4026,53.05,-1.18,21/10/2016,EDLINGTON FORMATION
P6005,WS03,M41 7,2.6,100,61,23,38,32,375530.547,395978.814,53.46,-2.37,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6005,WS05,M41 7,2.6,100,59,24,35,26,375530.547,395978.814,53.46,-2.37,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6005,WS05,M41 7,0.7,100,21,13,8,16,375530.547,395978.814,53.46,-2.37,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6056,TP11,CV11 6,1.9,100,31,17,14,14,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6056,TP03,CV11 6,1,100,41,18,23,20,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6056,TP02,CV11 6,1,100,39,19,20,16,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6056,TP10,CV11 6,1.4,100,32,16,16,15,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6056,TP06,CV11 6,1,100,33,16,17,15,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6056,TP08,CV11 6,0.5,100,48,22,26,22,438764.3901,292609.5719,52.53,-1.43,25/08/2020,MERCIA MUDSTONE GROUP
P6059,TP07,LE7 9,2,100,32,16,16,18,465058.2157,305125.3846,52.64,-1.04,21/10/2016,GLACIAL DEPOSITS
P6059,TP01,LE7 9,1.5,97,32,15,17,14,465058.2157,305125.3846,52.64,-1.04,21/10/2016,OADBY TILL MEMBER
P6059,TP06,LE7 9,0.8,98,36,19,17,20,465058.2157,305125.3846,52.64,-1.04,21/10/2016,GLACIAL DEPOSITS
P6059,TP05,LE7 9,0.8,99,51,22,29,25,465058.2157,305125.3846,52.64,-1.04,21/10/2016,GLACIAL DEPOSITS
P6059,WS01,LE7 9,1.45,100,32,15,17,14,465058.2157,305125.3846,52.64,-1.04,21/10/2016,OADBY TILL MEMBER
P6059,WS04,LE7 9,1.2,100,39,19,20,26,465058.2157,305125.3846,52.64,-1.04,21/10/2016,GLACIAL DEPOSITS
P6065,TP09,NN11 3,1.9,100,55,25,30,24,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP04,NN11 3,1.5,100,60,26,34,28,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP02,NN11 3,1,100,61,24,37,28,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP08,NN11 3,1.4,100,58,26,32,24,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP06,NN11 3,2.3,100,56,25,31,26,454125.3074,252707.7242,52.17,-1.21,21/10/2016,DYRHAM FORMATION
P6065,TP06,NN11 3,1.1,100,51,25,26,26,454125.3074,252707.7242,52.17,-1.21,21/10/2016,DYRHAM FORMATION
P6065,TP10,NN11 3,1.1,100,51,27,24,25,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP15,NN11 3,1,100,63,29,34,29,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP05,NN11 3,1.2,100,54,25,29,26,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6065,TP14,NN11 3,1.5,100,56,27,29,28,454125.3074,252707.7242,52.17,-1.21,21/10/2016,WHITBY MUDSTONE FORMATION
P6066,TP01,PE7 0,2.8,100,63,28,35,30,518755.3526,296120.0262,52.55,-0.25,21/10/2016,OXFORD CLAY FORMATION
P6066,TP07,PE7 0,0.9,100,55,21,34,22,518755.3526,296120.0262,52.55,-0.25,21/10/2016,RIVER TERRACE DEPOSITS
P6067,TP05,PE7 3,1,100,40,20,20,21,520111.3249,296153.0839,52.55,-0.23,21/10/2016,GLACIAL DEPOSITS
P6067,TP06,PE7 3,2.4,100,41,19,22,23,520111.3249,296153.0839,52.55,-0.23,21/10/2016,GLACIAL DEPOSITS
P6067,TP04,PE7 3,1,93,45,17,28,18,520111.3249,296153.0839,52.55,-0.23,21/10/2016,GLACIAL DEPOSITS
P6067,WS01,PE7 3,1.5,100,27,16,11,18,520111.3249,296153.0839,52.55,-0.23,21/10/2016,GLACIAL DEPOSITS
P6067,TP01,PE7 3,1.1,96,40,14,26,18,520111.3249,296153.0839,52.55,-0.23,21/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6069,TP06,CW1 5,1.6,100,51,23,28,25,373990.1053,357048.4641,53.11,-2.39,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6069,TP05,CW1 5,1,99,48,21,27,21,373990.1053,357048.4641,53.11,-2.39,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6069,TP02,CW1 5,1.3,100,29,16,13,17,373990.1053,357048.4641,53.11,-2.39,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6071,TP11,RG20 9,1,100,52,20,32,26,443264.0835,162508.1482,51.36,-1.38,21/10/2016,RIVER TERRACE DEPOSITS
P6071,TP07,RG20 9,1.2,100,60,24,36,35,443264.0835,162508.1482,51.36,-1.38,21/10/2016,LONDON CLAY FORMATION
P6071,TP02,RG20 9,1.2,100,50,19,31,25,443264.0835,162508.1482,51.36,-1.38,21/10/2016,RIVER TERRACE DEPOSITS
P6072,WS04,SK14 4,1.5,100,33,15,18,19,395449.6535,395917.2893,53.46,-2.07,21/10/2016,GLACIAL DEPOSITS
P6072,WS02,SK14 4,0.9,1000,36,19,17,21,395449.6535,395917.2893,53.46,-2.07,21/10/2016,GLACIAL DEPOSITS
P6072,WS07,SK14 4,2.5,100,27,14,13,15,395449.6535,395917.2893,53.46,-2.07,21/10/2016,GLACIAL DEPOSITS
P6073,WS04,OL5 9,1.2,100,58,30,28,40,398108.2075,402590.5602,53.52,-2.03,21/10/2016,ALLUVIUM
P6073,TP05,OL5 9,0.8,77,32,20,12,22,398108.2075,402590.5602,53.52,-2.03,21/10/2016,ALLUVIUM
P6073,TP03,OL5 9,3.2,55,66,32,34,31,398108.2075,402590.5602,53.52,-2.03,21/10/2016,GLACIAL DEPOSITS
P6075,TP07,LN9 5,1.1,86,28,18,10,13,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,TP03,LN9 5,1.1,81,24,15,9,15,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,TP05,LN9 5,0.9,79,23,15,8,13,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,TP22,LN9 5,1.1,47,21,16,5,16,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,TP20,LN9 5,1,89,24,15,9,14,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,TP14,LN9 5,0.8,92,18,10,8,11,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,WS01,LN9 5,2,71,24,15,9,11,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,WS10,LN9 5,1.5,80,23,15,8,23,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,WS10,LN9 5,2.4,87,23,16,7,14,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,WS11,LN9 5,1.3,94,24,18,6,8,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6075,WS13,LN9 5,0.7,78,23,16,7,13,524981.3393,369733.091,53.21,-0.13,21/10/2016,GLACIAL DEPOSITS
P6077,TP02,L11 4,1.3,100,26,13,13,12,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6077,TP03,L11 4,2.5,100,33,15,18,15,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6077,TP05,L11 4,0.8,100,34,16,18,16,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6078,TP03,L11 4,2.1,100,33,16,17,18,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6078,TP05,L11 4,2,100,43,18,25,21,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6078,TP02,L11 4,2.5,91,35,15,20,17,340326.8309,395179.8199,53.45,-2.9,21/10/2016,GLACIAL DEPOSITS
P6079,TP04,L11 7,1.5,100,33,16,17,18,338334.5307,395205.3815,53.45,-2.93,21/10/2016,GLACIAL DEPOSITS
P6079,TP08,L11 7,0.9,100,36,15,21,14,338334.5307,395205.3815,53.45,-2.93,21/10/2016,GLACIAL DEPOSITS
P6079,WS01,L11 7,2.1,100,28,14,14,17,338334.5307,395205.3815,53.45,-2.93,21/10/2016,GLACIAL DEPOSITS
P6083,WS09,WA7 6,0.7,100,28,17,11,20,354820.6325,382780.4488,53.34,-2.68,21/10/2016,GLACIAL DEPOSITS
P6083,WS06,WA7 6,2.9,100,28,17,11,13,354820.6325,382780.4488,53.34,-2.68,21/10/2016,GLACIAL DEPOSITS
P6083,WS02,WA7 6,1.4,100,22,11,11,14,354820.6325,382780.4488,53.34,-2.68,21/10/2016,GLACIAL DEPOSITS
P6084,TP01,LE9 4,1.6,99,32,16,16,23,449607.1382,293819.5172,52.54,-1.27,28/10/2016,THRUSSINGTON TILL
P6084,TP08,LE9 4,2.2,100,47,27,20,29,449607.1382,293819.5172,52.54,-1.27,28/10/2016,MERCIA MUDSTONE GROUP
P6084,TP06,LE9 4,2.8,100,37,17,20,23,449607.1382,293819.5172,52.54,-1.27,28/10/2016,THRUSSINGTON TILL
P6084,TP03,LE9 4,1,100,42,18,24,17,449607.1382,293819.5172,52.54,-1.27,28/10/2016,THRUSSINGTON TILL
,,,,,,,,,,,,,,
P6084,TP12,LE9 4,1.8,100,47,22,25,25,449607.1382,293819.5172,52.54,-1.27,28/10/2016,THRUSSINGTON TILL
P6086,WS13,WA14 5,2.5,100,49,21,28,28,376160.8427,389300.2636,53.4,-2.36,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6086,WS13,WA14 5,1.3,98,130,81,49,100,376160.8427,389300.2636,53.4,-2.36,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6086,WS12,WA14 5,1.5,99,41,29,12,43,376160.8427,389300.2636,53.4,-2.36,21/10/2016,GLACIOFLUVIAL DEPOSITS
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
P6091,WS01,FY7 8,1.5,100,45,21,24,32,331777.7967,446482.7243,53.91,-3.04,13/06/2018,TIDAL FLATS DEPOSITS
P6091,WS02,FY7 8,1.8,100,34,18,16,24,331777.7967,446482.7243,53.91,-3.04,13/06/2018,TIDAL FLATS DEPOSITS
P6091,WS03,FY7 8,1.5,100,63,28,35,35,331777.7967,446482.7243,53.91,-3.04,13/06/2018,TIDAL FLATS DEPOSITS
P6091,WS04,FY7 8,0.9,100,45,18,27,23,331777.7967,446482.7243,53.91,-3.04,13/06/2018,TIDAL FLATS DEPOSITS
P6091,WS05,FY7 8,1.4,100,42,21,21,33,331777.7967,446482.7243,53.91,-3.04,13/06/2018,TIDAL FLATS DEPOSITS
P6095,TP02,LE8 6,0.9,100,35,16,19,18,456363.823,296117.4176,52.56,-1.17,21/10/2016,ALLUVIUM
P6095,TP09,LE8 6,1.3,100,45,21,24,24,456363.823,296117.4176,52.56,-1.17,21/10/2016,ALLUVIUM
P6095,TP06,LE8 6,1,96,41,20,21,19,456363.823,296117.4176,52.56,-1.17,21/10/2016,GLACIAL DEPOSITS
P6095,TP04,LE8 6,0.9,89,34,16,18,23,456363.823,296117.4176,52.56,-1.17,21/10/2016,GLACIAL DEPOSITS
P6095,TP03,LE8 6,0.9,33,46,23,23,24,456363.823,296117.4176,52.56,-1.17,21/10/2016,ALLUVIUM
P6095,TP05,LE8 6,1,100,39,18,21,21,456363.823,296117.4176,52.56,-1.17,21/10/2016,ALLUVIUM
P6095,TP05,LE8 6,1,100,39,18,21,21,456363.823,296117.4176,52.56,-1.17,21/10/2016,ALLUVIUM
P6097,TP10,ST15 0,1,97,40,18,22,21,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6097,WS02,ST15 0,1.2,76,33,15,18,20,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6097,TP07,ST15 0,1.1,75,52,22,30,19,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6097,TP06,ST15 0,0.7,94,42,19,23,22,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6097,WS04,ST15 0,0.8,92,38,16,22,16,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6097,TP05,ST15 0,1,92,36,16,20,18,389331.8195,332515.5057,52.89,-2.16,21/10/2016,GLACIAL DEPOSITS
P6098,TP06,DN36 4,1,100,41,22,19,15,529381.9161,404357.9736,53.52,-0.05,21/10/2016,GLACIAL DEPOSITS
P6098,TP06,DN36 4,1,100,41,22,19,15,529381.9161,404357.9736,53.52,-0.05,21/10/2016,GLACIAL DEPOSITS
P6098,TP10,DN36 4,2.8,100,35,19,16,14,529381.9161,404357.9736,53.52,-0.05,21/10/2016,GLACIAL DEPOSITS
P6098,TP02,DN36 4,2.1,100,40,20,20,18,529381.9161,404357.9736,53.52,-0.05,21/10/2016,GLACIAL DEPOSITS
P6100,WS03,LE10 3,0.4,91,32,19,13,18,444201.3707,291543.0317,52.52,-1.35,21/10/2016,WOLSTON SAND AND GRAVEL
P6100,TP05,LE10 3,1.5,96,47,20,27,16,444201.3707,291543.0317,52.52,-1.35,21/10/2016,GLACIAL DEPOSITS
P6100,TP01,LE10 3,2,97,50,23,27,18,444201.3707,291543.0317,52.52,-1.35,21/10/2016,GLACIAL DEPOSITS
P6100,WS08,LE10 3,0.4,100,31,21,10,20,444201.3707,291543.0317,52.52,-1.35,21/10/2016,WOLSTON SAND AND GRAVEL
P6100,TP04,LE10 3,0.9,100,47,20,27,16,444201.3707,291543.0317,52.52,-1.35,21/10/2016,GLACIAL DEPOSITS
P6103,TP01,LE12 9,1,92,41,15,26,19,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6103,TP07,LE12 9,1,95,28,12,16,15,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6103,TP09,LE12 9,1,95,31,13,18,13,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6103,TP11,LE12 9,1.2,97,38,14,24,15,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6103,TP12,LE12 9,1.2,55,25,14,11,14,446649.5754,319377.1579,52.77,-1.31,21/10/2016,ALLUVIUM
P6103,TP13,LE12 9,1,87,36,13,23,13,446649.5754,319377.1579,52.77,-1.31,21/10/2016,GLACIOFLUVIAL DEPOSITS
P6103,TP14,LE12 9,2,100,27,12,15,17,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6103,SA01,LE12 9,1,100,32,17,15,21,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
,,,,,,,,,,,,,,
P6103,WS07,LE12 9,1.5,100,39,24,15,24,446649.5754,319377.1579,52.77,-1.31,21/10/2016,GUNTHORPE MEMBER
P6103,WS10,LE12 9,1,100,55,22,33,25,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
,,,,,,,,,,,,,,
P6103,WS18,LE12 9,0.9,100,41,19,22,16,446649.5754,319377.1579,52.77,-1.31,21/10/2016,THRUSSINGTON MEMBER
P6104,TP04,WR3 7,1.8,100,38,20,18,20,387122.4288,260216.8187,52.24,-2.19,18/04/2017,MERCIA MUDSTONE GROUP
P6104,TP10,WR3 7,1.8,98,28,18,10,15,387122.4288,260216.8187,52.24,-2.19,18/04/2017,MERCIA MUDSTONE GROUP
P6104,TP06,WR3 7,1,100,45,23,22,27,387122.4288,260216.8187,52.24,-2.19,18/04/2017,MERCIA MUDSTONE GROUP
P6104,TP02,WR3 7,0.9,100,37,17,20,18,387122.4288,260216.8187,52.24,-2.19,18/04/2017,GLACIAL DEPOSITS
P6105,WS01,HX7 5,3.1,100,47,26,21,36,401417.1307,425954.4768,53.73,-1.98,21/10/2016,ALLUVIUM
P6105,WS01,HX7 5,1.7,100,35,22,13,29,401417.1307,425954.4768,53.73,-1.98,21/10/2016,ALLUVIUM
P6108,WS03,DY3 4,0.9,100,27,18,9,14,389923.1488,293580.2938,52.54,-2.15,14/12/2016,ENVILLE MEMBER
P6108,SHTP2,DY3 4,1.2,65,37,22,15,13,389923.1488,293580.2938,52.54,-2.15,14/12/2016,ENVILLE MEMBER
P6115,WS06,WN6 9,1.2,84,22,12,10,12,353100.0711,410612.6205,53.59,-2.71,18/10/2018,GLACIAL DEPOSITS
P6115,WS03,WN6 9,1.3,100,28,14,14,16,353100.0711,410612.6205,53.59,-2.71,18/10/2018,GLACIAL DEPOSITS
P6115,WS05,WN6 9,1.2,69,24,14,10,14,353100.0711,410612.6205,53.59,-2.71,18/10/2018,GLACIAL DEPOSITS
P6118,WS01,WN1 1,1.7,100,41,19,22,27,358356.127,406112.7951,53.55,-2.63,21/10/2016,ALLUVIUM
