ProjectID,LocationID,Postcode,Depth,Fines,LiquidLimit,PlasticLimit,PlasticityIndex,MoistureContent,X,Y,Latitude,Longitude,Date,Geology Code
P6195,WS4/BH4,DE55 7,0.7,100,47,12,35,22,440271.2539,356032.6404,53.1,-1.4,21/10/2016,PENNINE MIDDLE COAL MEASURES
P6195,WS05,DE55 7,2,100,27,15,12,13,440271.2539,356032.6404,53.1,-1.4,21/10/2016,PENNINE MIDDLE COAL MEASURES
P6196,WS01,PR1 9,0.9,0,35,15,20,32,353926.1685,427294.3736,53.74,-2.7,21/11/2019,ALLUVIUM
P6196,WS04,PR1 9,1.6,0,41,19,22,30,353926.1685,427294.3736,53.74,-2.7,21/11/2019,ALLUVIUM
P6204,TP308,PE7 0,1,98,59,18,41,27,518755.3526,296120.0262,52.55,-0.25,28/10/2016,OXFORD CLAY FORMATION
P6212,TPC,WA8 9,0.6,99,28,15,13,13,350206.592,387277.0297,53.38,-2.75,21/10/2016,GLACIAL DEPOSITS
P6212,TPB,WA8 9,0.7,98,29,15,14,13,350206.592,387277.0297,53.38,-2.75,21/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6215,WS01,CH4 7,1.1,99,37,16,21,16,341271.4165,364014.1049,53.17,-2.88,21/10/2016,GLACIAL DEPOSITS
P6215,WS03,CH4 7,0.8,100,34,15,19,17,341271.4165,364014.1049,53.17,-2.88,21/10/2016,GLACIAL DEPOSITS
P6215,WS04,CH4 7,1.4,99,37,16,21,15,341271.4165,364014.1049,53.17,-2.88,21/10/2016,GLACIAL DEPOSITS
P6215,WS02,CH4 7,0.8,97,40,21,19,16,341271.4165,364014.1049,53.17,-2.88,21/10/2016,GLACIAL DEPOSITS
P6222,TP03,SK17 9,0.7,100,81,34,47,45,407440.2614,370332.652,53.23,-1.89,28/10/2016,MILLER'S DALE LAVA MEMBER
P6222,TP06,SK17 9,0.8,100,55,25,30,34,407440.2614,370332.652,53.23,-1.89,28/10/2016,HEAD
P6222,TP08,SK17 9,1.2,100,67,26,41,40,407440.2614,370332.652,53.23,-1.89,28/10/2016,MILLER'S DALE LAVA MEMBER
P6222,TP13,SK17 9,0.5,100,39,26,13,28,407440.2614,370332.652,53.23,-1.89,28/10/2016,HEAD
P6222,TP18,SK17 9,0.5,100,45,26,19,32,407440.2614,370332.652,53.23,-1.89,28/10/2016,HEAD
P6222,TP22,SK17 9,1.2,100,57,26,31,29,407440.2614,370332.652,53.23,-1.89,28/10/2016,HEAD
P6227,TP03,DN36 4,0.8,100,39,19,20,14,529351.4473,405470.3391,53.53,-0.05,21/10/2016,GLACIAL DEPOSITS
P6227,TP10,DN36 4,2.6,100,34,18,16,15,529351.4473,405470.3391,53.53,-0.05,21/10/2016,GLACIAL DEPOSITS
P6227,TP07,DN36 4,1.6,100,39,20,19,15,529351.4473,405470.3391,53.53,-0.05,21/10/2016,GLACIAL DEPOSITS
P6234,WS05,CW3 0,1.7,100,19,12,7,14,365862.1817,343749.6791,52.99,-2.51,21/10/2016,GLACIAL DEPOSITS
P6234,WS04,CW3 0,0.8,100,42,21,21,22,365862.1817,343749.6791,52.99,-2.51,21/10/2016,GLACIAL DEPOSITS
P6234,WS07,CW3 0,1.4,98,41,22,19,25,365862.1817,343749.6791,52.99,-2.51,21/10/2016,GLACIAL DEPOSITS
P6236,BH02,ST13 6,4,96,48,28,20,24,398758.2909,356977.3558,53.11,-2.02,21/10/2016,GLACIAL DEPOSITS
P6236,BH02,ST13 6,4,96,48,28,20,24,398758.2909,356977.3558,53.11,-2.02,21/10/2016,MORRIDGE FORMATION
P6236,WS03,ST13 6,1.5,100,83,42,41,42,398758.2909,356977.3558,53.11,-2.02,21/10/2016,GLACIAL DEPOSITS
P6236,WS02,ST13 6,1.4,97,32,17,15,14,398758.2909,356977.3558,53.11,-2.02,21/10/2016,GLACIAL DEPOSITS
P6236,WS1A,ST13 6,2.5,100,44,28,16,26,398758.2909,356977.3558,53.11,-2.02,21/10/2016,GLACIAL DEPOSITS
P6242,TP707,DE24 5,1.2,7,26,13,13,17.9,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP710,DE24 5,0.5,22,47,18,29,17.5,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,TP605,DE24 5,0.6,31,38,16,22,17,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,TP605,DE24 5,1,20,37,15,22,18.8,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,TP605,DE24 5,0.5,42,35,13,22,15.6,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,TP268,DE24 5,0.9,88,45,17,28,19,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLUVIUM
P6242,TP237,DE24 5,0.9,97,66,25,41,46,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLUVIUM
P6242,TP267,DE24 5,0.9,90,45,22,23,27,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLUVIUM
P6242,TP252,DE24 5,1.4,96,31,16,15,16,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,WS18,DE24 5,2.4,80,34,16,18,21,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,WS21,DE24 5,0.9,100,38,16,22,19,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,WS19,DE24 5,2.9,88,37,16,21,15,439129.7136,331548.1593,52.88,-1.42,15/09/2021,GLACIAL DEPOSITS
P6242,WS22,DE24 5,0.9,100,37,19,18,21,439129.7136,331548.1593,52.88,-1.42,15/09/2021,ALLENTON TERRACE DEPOSITS
P6242,TP202,DE24 5,0.6,100,73,27,46,35,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP220,DE24 5,0.9,100,60,27,33,44,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP213,DE24 5,0.9,100,38,22,16,29,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP205,DE24 5,0.8,100,49,27,22,29,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP216,DE24 5,1,100,58,26,32,35,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP417,DE24 5,1,100,34,19,15,31,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP410,DE24 5,1.7,100,37,21,16,29,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP05,DE24 5,1,100,60,29,31,38,439129.7136,331548.1593,52.88,-1.42,15/09/2021,GLACIAL DEPOSITS
P6242,TP01,DE24 5,1,100,70,29,41,39,439129.7136,331548.1593,52.88,-1.42,15/09/2021,GLACIAL DEPOSITS
P6242,TP09,DE24 5,1.5,100,39,32,7,27,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP06,DE24 5,1.5,100,34,21,13,27,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6242,TP07,DE24 5,2,100,46,33,13,42,439129.7136,331548.1593,52.88,-1.42,15/09/2021,BRANSCOMBE MUDSTONE FORMATION
P6246,TP16,LE12 8,0.9,100,69,35,34,29,458132.2751,318388.1516,52.76,-1.14,09/12/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6246,TP01,LE12 8,1.9,100,43,21,22,16,458132.2751,318388.1516,52.76,-1.14,09/12/2016,GLACIAL DEPOSITS
P6246,TP01,LE12 8,1.9,100,43,21,22,16,458132.2751,318388.1516,52.76,-1.14,09/12/2016,GLACIAL DEPOSITS
P6255,TP01,RG7 3,1.4,100,45,17,28,24,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP05,RG7 3,1,100,62,22,40,29,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP02,RG7 3,2,100,62,25,37,29,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP04,RG7 3,1.8,100,54,23,31,27,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP13,RG7 3,2.3,100,46,18,28,25,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,WS108,RG7 3,1.6,100,47,16,31,27,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,WS101,RG7 3,0.9,100,60,20,40,31,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,WS104,RG7 3,0.9,100,52,17,35,33,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP07,RG7 3,2,92,30,21,9,23,466182.7902,167202.0854,51.4,-1.05,28/10/2016,GLACIOFLUVIAL DEPOSITS
P6255,TP16,RG7 3,1.2,100,38,19,19,20,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP18,RG7 3,1.5,100,41,19,22,22,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP14,RG7 3,1.1,100,47,19,28,24,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP09,RG7 3,0.9,100,62,22,40,35,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6255,TP15,RG7 3,2,98,42,17,25,24,466182.7902,167202.0854,51.4,-1.05,28/10/2016,GLACIOFLUVIAL DEPOSITS
P6255,TP19,RG7 3,1.4,100,40,17,23,22,466182.7902,167202.0854,51.4,-1.05,28/10/2016,LONDON CLAY FORMATION
P6257,WS03,DE13 9,1.2,100,59,42,17,44,422330.8142,325879.6555,52.83,-1.67,21/10/2016,MERCIA MUDSTONE GROUP
P6257,WS05,DE13 9,1,100,36,21,15,23,422330.8142,325879.6555,52.83,-1.67,21/10/2016,GLACIAL DEPOSITS
P6257,WS04,DE13 9,1.2,100,61,42,19,44,422330.8142,325879.6555,52.83,-1.67,21/10/2016,MERCIA MUDSTONE GROUP
P6259,TP108,DE5 8,1.6,98,34,20,14,20,438333.2804,347116.6795,53.02,-1.43,21/10/2016,COAL MEASURES
P6260,WS10,SK11 7,1,86,32,19,13,20,392090.2709,372558.7209,53.25,-2.12,04/03/2018,GLACIAL DEPOSITS
P6267,TP10,M12 6,1.9,100,38,21,17,16,386160.5279,398160.6654,53.48,-2.21,21/10/2016,GLACIAL DEPOSITS
P6267,TP01,M12 6,3.4,98,43,22,21,27,386160.5279,398160.6654,53.48,-2.21,21/10/2016,GLACIAL DEPOSITS
P6267,TP09,M12 6,1.6,98,43,22,21,20,386160.5279,398160.6654,53.48,-2.21,21/10/2016,GLACIAL DEPOSITS
P6267,TP19,M12 6,1.9,100,34,19,15,14,386160.5279,398160.6654,53.48,-2.21,21/10/2016,GLACIAL DEPOSITS
P6269,WS01,L4 3,2.5,99,30,14,16,13,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6269,WS02,L4 3,1.7,99,43,23,20,25,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6269,WS09,L4 3,2.6,98,36,16,20,18,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6269,WS7A,L4 3,1.6,100,34,16,18,19,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6269,WS7A,L4 3,1.6,100,34,16,18,19,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6269,WS05,L4 3,1.4,96,41,21,20,16,334998.7566,394137.3398,53.44,-2.98,10/03/2017,GLACIAL DEPOSITS
P6276,WS01,DE55 2,1.15,99,37,21,16,25,444947.8181,357186.546,53.11,-1.33,21/10/2016,COAL MEASURES
P6276,WS02,DE55 2,1.9,100,54,25,29,24,444947.8181,357186.546,53.11,-1.33,21/10/2016,COAL MEASURES
P6277,TP07,SK9 4,1,83,25,13,12,17,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6277,BH06,SK9 4,12,97,23,12,11,11,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,WS04,SK9 4,1.2,100,36,17,19,20,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,WS06,SK9 4,2.6,92,29,17,12,15,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH01,SK9 4,14.5,99,28,14,14,11,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH01,SK9 4,5.5,99,24,12,12,12,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH05,SK9 4,5.6,93,22,13,9,11,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH05,SK9 4,5.6,93,22,13,9,11,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH05,SK9 4,5.5,100,46,21,25,25,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH05,SK9 4,9,92,23,11,12,11,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH02,SK9 4,4.5,99,24,13,11,14,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH02,SK9 4,10.5,99,28,13,15,14,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,BH03,SK9 4,15,100,40,16,24,15,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6277,WS01,SK9 4,0.8,99,37,17,20,19,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,WS08,SK9 4,1,94,29,17,12,17,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,TP04,SK9 4,1.5,74,26,14,12,17,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,TP01,SK9 4,2,97,27,14,13,14,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6277,WS03,SK9 4,1.9,100,35,20,15,20,384786.606,383701.8775,53.35,-2.23,28/10/2016,GLACIAL DEPOSITS
P6278,WS02,NG18 5,1.5,100,55,24,31,24,452274.8787,360598.5,53.14,-1.22,14/03/2017,EDLINGTON FORMATION
P6284,TP06,MK18 5,0.8,99,47,20,27,20,467969.9808,240641.028,52.06,-1.01,21/10/2016,GLACIAL DEPOSITS
P6285,WS02,OX33 1,1.2,100,35,17,18,19,462239.3732,204970.7875,51.74,-1.1,21/10/2016,RIVER TERRACE DEPOSITS
P6285,WS01,OX33 1,1.2,100,33,16,17,21,462239.3732,204970.7875,51.74,-1.1,21/10/2016,RIVER TERRACE DEPOSITS
P6286,WS04,CA14 4,1.3,53,19,13,6,10,300707.3315,528298.056,54.64,-3.54,21/10/2016,GLACIAL DEPOSITS
P6286,WS04,CA14 4,1.3,53,19,13,6,10,300707.3315,528298.056,54.64,-3.54,21/10/2016,GLACIAL DEPOSITS
P6286,WS07,CA14 4,1.4,100,40,25,15,25,300707.3315,528298.056,54.64,-3.54,21/10/2016,GLACIAL DEPOSITS
P6286,WS01,CA14 4,1.8,69,24,15,9,11,300707.3315,528298.056,54.64,-3.54,21/10/2016,GLACIAL DEPOSITS
P6287,TP07,CV9 2,1.5,100,50,21,29,19,427872.4402,299210.0372,52.59,-1.59,21/10/2016,BROMSGROVE SANDSTONE FORMATION
P6287,TP07,CV9 2,1.5,100,50,21,29,19,427872.4402,299210.0372,52.59,-1.59,21/10/2016,BROMSGROVE SANDSTONE FORMATION
P6287,TP06,CV9 2,1.5,100,39,19,20,18,427872.4402,299210.0372,52.59,-1.59,21/10/2016,GLACIAL DEPOSITS
P6287,TP13,CV9 2,0.9,100,26,14,12,12,427872.4402,299210.0372,52.59,-1.59,21/10/2016,HELSBY SANDSTONE FORMATION
P6287,TP11,CV9 2,0.9,100,34,14,20,11,427872.4402,299210.0372,52.59,-1.59,21/10/2016,HELSBY SANDSTONE FORMATION
P6287,WS01,CV9 2,1.3,90,35,15,20,14,427872.4402,299210.0372,52.59,-1.59,21/10/2016,GLACIAL DEPOSITS
P6287,WS05,CV9 2,1.3,100,59,26,33,20,427872.4402,299210.0372,52.59,-1.59,21/10/2016,LOWER PENNINE COAL MEASURES
P6287,TP10,CV9 2,1,99,35,17,18,13,427872.4402,299210.0372,52.59,-1.59,21/10/2016,HELSBY SANDSTONE FORMATION
P6287,WS06,CV9 2,0.8,94,39,17,22,10,427872.4402,299210.0372,52.59,-1.59,21/10/2016,GLACIAL DEPOSITS
P6287,TP05,CV9 2,1.4,95,48,22,26,19,427872.4402,299210.0372,52.59,-1.59,21/10/2016,HELSBY SANDSTONE FORMATION
P6287,TP12,CV9 2,1.2,100,33,16,17,15,427872.4402,299210.0372,52.59,-1.59,21/10/2016,HELSBY SANDSTONE FORMATION
P6290,TP07,ST15 8,3,100,34,19,15,25,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS01,ST15 8,1,100,43,22,21,24,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS07,ST15 8,1.75,100,35,19,16,17,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS07,ST15 8,1.75,100,35,19,16,17,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS05,ST15 8,1.5,100,44,21,23,31,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,TP04,ST15 8,2,100,30,18,12,15,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,TP03,ST15 8,0.8,100,39,20,19,22,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS03,ST15 8,1.25,100,44,21,23,16,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,TP01,ST15 8,0.8,100,38,20,18,26,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS06,ST15 8,1,100,34,19,15,21,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6290,WS08,ST15 8,2.25,100,38,23,15,28,392023.112,332510.2241,52.89,-2.12,21/10/2016,MERCIA MUDSTONE GROUP
P6298,WS07,LE12 6,1.5,91,31,13,18,14,454670.6766,326135.6533,52.83,-1.19,21/10/2016,THRUSSINGTON TILL
P6298,WS07,LE12 6,1.75,93,39,14,25,14,454670.6766,326135.6533,52.83,-1.19,21/10/2016,THRUSSINGTON TILL
P6315,TP01,LN9 5,1.5,81,20,12,8,12,526287.4919,370880.4993,53.22,-0.11,21/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
P6315,TP03,LN9 5,2,91,35,18,17,18,526287.4919,370880.4993,53.22,-0.11,21/10/2016,GLACIAL DEPOSITS
P6315,TP04,LN9 5,1.8,92,24,16,8,13,526287.4919,370880.4993,53.22,-0.11,21/10/2016,GLACIAL DEPOSITS
P6315,TP02,LN9 5,0.9,96,24,15,9,12,526287.4919,370880.4993,53.22,-0.11,21/10/2016,GLACIAL DEPOSITS
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
P6320,TP08,BS37 4,2.1,100,31,20,11,19,370267.8524,181320.1398,51.53,-2.43,21/10/2016,MERCIA MUDSTONE GROUP
P6320,TP02,BS37 4,1.1,100,35,19,16,14,370267.8524,181320.1398,51.53,-2.43,21/10/2016,MERCIA MUDSTONE GROUP
P6320,TP05,BS37 4,1.8,100,34,18,16,16,370267.8524,181320.1398,51.53,-2.43,21/10/2016,MERCIA MUDSTONE GROUP
P6324,TP16,YO62 6,1.3,100,45,22,23,20,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP24,YO62 6,1.35,58,39,21,18,37,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP04,YO62 6,0.9,100,56,20,36,35,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP06,YO62 6,2,93,46,21,25,28,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP11,YO62 6,0.45,100,68,23,45,22,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,WS05,YO62 6,0.7,100,43,20,23,34,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,SOAK 5,YO62 6,0.45,100,63,23,40,28,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP30,YO62 6,0.9,100,67,27,40,30,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,WS07,YO62 6,0.9,100,54,24,30,25,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6324,TP02,YO62 6,1,100,60,21,39,26,469131.4865,486554.8919,54.27,-0.94,21/10/2016,UPPER CALCAREOUS GRIT FORMATION
P6327,TP01,CH1 4,1.5,100,32,14,18,15,339976.4622,367368.058,53.2,-2.9,21/10/2016,GLACIAL DEPOSITS
P6327,TP06,CH1 4,2.5,100,28,14,14,12,339976.4622,367368.058,53.2,-2.9,21/10/2016,GLACIAL DEPOSITS
P6327,TP02,CH1 4,2,100,26,12,14,11,339976.4622,367368.058,53.2,-2.9,21/10/2016,GLACIAL DEPOSITS
P6332,WS01,PE6 7,1.3,100,40,17,23,21,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS02,PE6 7,0.9,97,49,18,31,21,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS02,PE6 7,2.5,100,58,24,34,30,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS04,PE6 7,1,100,33,13,20,17,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS04,PE6 7,1,100,33,13,20,17,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS04,PE6 7,2.2,100,43,17,26,32,523332.968,302910.6753,52.61,-0.18,21/10/2016,OXFORD CLAY FORMATION
P6332,WS04,PE6 7,2.7,100,56,25,31,39,523332.968,302910.6753,52.61,-0.18,21/10/2016,OXFORD CLAY FORMATION
P6332,WS05,PE6 7,2.3,100,32,14,18,26,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS05,PE6 7,2.3,100,32,14,18,26,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS06,PE6 7,0.8,88,40,20,20,18,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS06,PE6 7,1.7,84,42,17,25,24,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,WS06,PE6 7,2.3,93,22,13,9,18,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,TP08,PE6 7,1.9,91,50,22,28,28,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,TP01,PE6 7,1.8,93,38,19,19,19,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,TP05,PE6 7,1.2,92,47,20,27,17,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6332,TP03,PE6 7,1.6,94,40,14,26,16,523332.968,302910.6753,52.61,-0.18,21/10/2016,GLACIAL DEPOSITS
P6334,BH01,CW12 3,1.2,97,29,14,15,15,387390.1552,361443.9997,53.15,-2.19,21/10/2016,GLACIAL DEPOSITS
P6341,TP07,LE67 2,2.5,96,39,17,22,17,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP19,LE67 2,1.25,98,55,21,34,22,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP20,LE67 2,1.5,99,40,19,21,16,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP14,LE67 2,2,99,37,17,20,15,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP14,LE67 2,2,99,37,17,20,15,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP06,LE67 2,0.9,100,39,19,20,17,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP17,LE67 2,1.5,94,40,22,18,16,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP09,LE67 2,2,100,40,20,20,17,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6341,TP16,LE67 2,1,97,48,21,27,14,442659.8362,312665.8065,52.71,-1.37,21/10/2016,GLACIAL DEPOSITS
P6345,TP02,LE13 0,1.3,99,42,23,19,33,473653.0045,318598.3177,52.76,-0.91,21/10/2016,ALLUVIUM
P6345,TP10,LE13 0,2.4,99,44,24,20,30,473653.0045,318598.3177,52.76,-0.91,21/10/2016,ALLUVIUM
P6345,TP08,LE13 0,2.9,100,41,21,20,23,473653.0045,318598.3177,52.76,-0.91,21/10/2016,BLUE LIAS FORMATION
P6345,TP18,LE13 0,1.9,100,62,31,31,38,473653.0045,318598.3177,52.76,-0.91,21/10/2016,ALLUVIUM
P6351,TP06,LE2 7,2.5,100,105,38,67,62,458318.0791,302815.2998,52.62,-1.14,21/10/2016,ALLUVIUM
P6351,TP02,LE2 7,1.8,75,68,29,39,25,458318.0791,302815.2998,52.62,-1.14,21/10/2016,ALLUVIUM
P6351,WS06,LE2 7,2.5,75,34,14,20,17,458318.0791,302815.2998,52.62,-1.14,21/10/2016,ALLUVIUM
P6354,TP01,NN4 8,3.1,85,18,16,26,26,475225.0098,259657.1408,52.23,-0.9,21/10/2016,ALLUVIUM
P6354,TP08,NN4 8,2.2,72,29,28,32,32,475225.0098,259657.1408,52.23,-0.9,21/10/2016,ALLUVIUM
P6354,BH01,NN4 8,6,66,14,8,11,11,475225.0098,259657.1408,52.23,-0.9,21/10/2016,GLACIAL DEPOSITS
P6356,GWS6,CV7 9,1.8,100,45,19,26,22,434749.1886,284792.7729,52.46,-1.49,21/10/2016,WHITACRE MEMBER
P6356,GWS2,CV7 9,1.9,100,32,15,17,16,434749.1886,284792.7729,52.46,-1.49,21/10/2016,WHITACRE MEMBER
